Ag2BiO3,2.069696486666894
Ag2HgO2,1.7423184099999478
AgAuO2,2.31297225999999
Al2Ge2O7,4.757882210000057
Al2O3,7.69421869999986
Al2PbO4,6.498222433333211
Al2ZnO4,6.6551131699997175
Al4Bi2O9,6.211065990000302
AlAgO2,5.391392969999979
AlAsO4,3.7700192500000274
AlCuO2,6.51019906
AlSbO4,4.502933615000083
AlTl(MoO4)2,5.494066045000077
As2O3,3.7767189566665227
As2Pb3O8,2.9662993699998967
As2PbO4,4.040168824999975
As2PbO6,4.38521920000006
AsAuO4,2.4151738250000196
Au2O3,2.295086680000006
B2O3,6.562199230000013
B4PbO7,7.194551170000077
B6O,6.615020370000034
BAsO4,3.3136634799999545
Ba(AgO)2,3.4173026699999784
Ba(AsO3)2,3.1942943866667686
Ba(AuO2)2,2.9456695000002444
Ba(CuO)2,4.776888760000029
Ba(SbO3)2,4.173887470000077
Ba2Bi2O5,4.285328763333391
Ba2BiSbO6,4.248582780000229
Ba2Ca(BO2)6,6.739391374999977
Ba2Ca(BO3)2,7.089980425000144
Ba2Ca(PdO2)3,3.76858661999996
Ba2Cd(BO2)6,6.357446174999845
Ba2Cd(BO3)2,5.937380514999754
Ba2CdGe2O7,3.8976117933334247
Ba2CePtO6,3.9652173600001195
Ba2HfO4,7.070438755000064
Ba2In2O5,3.7670779700000683
Ba2InCuO4,4.580825324999873
Ba2InGaO5,4.907686959999987
Ba2LaBiO6,3.475160800000035
Ba2LaSbO6,5.099380580000011
Ba2LaTaO6,7.226186165000067
Ba2Mg(BO3)2,7.094550070000318
Ba2MgGe2O7,4.380697633333255
Ba2MgSi2O7,6.47577381999983
Ba2Sc2O5,6.842922773333356
Ba2ScCuO4,5.380823910000013
Ba2SiO4,6.510611163333171
Ba2SnO4,4.9666281350000165
Ba2TaBiO6,5.370727445000179
Ba2Ti(SiO4)2,6.089877236666979
Ba2TiO4,6.672362120000011
Ba2YTaO6,7.272897904999931
Ba2ZnGe2O7,4.266153780000015
Ba2ZnO3,5.576899387499973
Ba2ZnSi2O7,6.177413969999757
Ba2ZrO4,6.945108560000003
Ba2ZrSnO6,5.56228585999987
Ba3(AsO4)2,3.5159530400000083
Ba3BAsO3,6.90738707999993
Ba3CaTa2O9,7.0434933949999365
Ba3Hf2O7,7.241362113333149
Ba3MgSb2O9,4.476331309999987
Ba3MgTa2O9,7.190442810000045
Ba3MgTaNbO9,6.872237929999651
Ba3NaBiO6,3.501165949999981
Ba3NaSbO6,4.966529190000026
Ba3Nb2CdO9,5.839069889999914
Ba3NbGa3(SiO7)2,5.702219263333262
Ba3Sn2O7,4.761516096666478
Ba3SrNb2O9,6.145065859999827
Ba3SrTa2O9,6.6061940699997965
Ba3Ta2ZnO9,6.891382004999864
Ba3V2O8,5.414593164999937
Ba3ZnSb2O9,4.242345884999972
Ba3Zr2O7,7.077996999999764
Ba4AgAuO6,3.657736180000038
Ba4InSbO8,4.672127263333407
Ba4Li(SbO4)3,3.6330159899999988
